,Category,Brand,Comments,Repair_Status,Event_Location,Restart_Group,Event_Date,Location_Coordinates
9410,Small kitchen item,Unknown,Iron (needs category) doesn't work.,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9411,Small kitchen item,Unknown,Coffee maker. Doesn't turn on.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9412,Laptop medium,Compaq,"Power, but screen is blank.",Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9413,Laptop medium,Apple,Screen wobbly,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9414,PC Accessory,Unknown,Hard drive. Need to recover files.,End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9415,Digital Compact Camera,FUJIFILM,Glitches on screen (menus display ok). Sensor or processor fault? May be in warranty. Advice given.,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9416,Tablet,Unknown,"Screen cracked, touch screen not working. Showed can use with USB mouse.",Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9417,Hi-Fi separates,Unknown,CD player. Won't play CDs,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9418,Lamp,Unknown,Not working,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9419,Toaster,Unknown,Trips the circuit breaker at home. Tested and working. Suspect overloaded home circuit.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9420,Vacuum,Unknown,"Fuse blows, Needs new motor.",Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9421,Misc,Unknown,Digital clock. Stopped wokring,End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9422,Misc,Unknown,"Iron (needs category). Dropped,leaking, no steam. Opened and reclosed. Working as dry iron.",Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9423,Laptop medium,Dell,Not turning on.,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9424,PC Accessory,Unknown,Speakers for laptop. Fuzzy sound.,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9425,Printer/scanner,Canon,Fuzzy printing,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9426,Digital Compact Camera,Leica,"Broken button, joystick control. Chip broken from motherboard, parts not obtainable.",End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9427,Headphones,Unknown,Not working,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9428,Portable radio,Unknown,"DAB radio. No sound, won't tune",End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9429,Portable radio,Unknown,12 Valve radio. Rough reception. Dust removal. Working fine.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9430,Small kitchen item,Unknown,"Iron (needs category). Short circuit. Changed fuse, still not working.",End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9431,Small kitchen item,Unknown,Water heater. Light not coming on.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9432,Laptop medium,Sony,Running slow. Advice given.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9433,Laptop medium,Toshiba,Only works on mains. needs new battery.,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9434,Printer/scanner,Unknown,No power. Needs parts,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9435,"Flat screen 26-30""",Celcus,Mini TV. Won't turn on.,End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9436,Hi-Fi integrated,Unknown,"Record CD player. Tape doesn't go round, CD player jumps.",Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9437,Portable radio,Unknown,Digital radio. Only one channel works,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9438,TV and gaming-related accessories,Panasonic,"DVD player, won't turn on",Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9439,TV and gaming-related accessories,Unknown,VHS player,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9440,Power tool,Black & Decker,"Orbital sander. Motor works but not vibrating. Opened and checked, working ok.",Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9441,Small kitchen item,Kenwood,Food processor (needs category). Not turning on - puff of smoke. opened and cleaned. Tested and working.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9442,Laptop medium,HP,Running slow,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9443,Laptop medium,Apple,Very slow. Good tips!,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9444,Portable radio,Unknown,DAB radio. Tuner not always working.,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9445,Lamp,Unknown,Needs help assembling it with new bulb holder,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9446,Small kitchen item,Unknown,Juicer. Not working,End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9447,Small kitchen item,Unknown,Food processor. Not working. can't open,End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9448,Toaster,Unknown,Blowing home circuit breaker. Tested and working ok. Suspect overloaded home circuit (common problem),Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9449,Toy,Unknown,Not working,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9450,Misc,Unknown,Electric blanket. Coil broken,End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9451,PC Accessory,Unknown,Hard drive. Connection broken. Needs adapter.,Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9452,Tablet,Unknown,Advice needed.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9453,Hi-Fi separates,Unknown,Car amplifier. No sound. Needs soldering,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9454,Decorative or safety lights,Unknown,Torch. Can't open.,End of life,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9455,Kettle,Unknown,Can't open fuse,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9456,Lamp,Unknown,Mechanical problem,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9457,Lamp,Unknown,Needs soldering.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9458,Lamp,Unknown,Not working.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9459,Small kitchen item,Unknown,Iron (needs category). Not working.,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9460,Vacuum,Henry,Dies after starting,Fixed,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9461,Misc,Unknown,"Digital clock. Needs resoldering and superglueing,.",Repairable,St Mark's Dalston,Hackney Fixers,2015-11-21,"[51.573445, -0.07243759999999999]"
9462,Laptop medium,Lenovo,"Slow. Needs more time, advice given.",Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9463,Laptop medium,IBM,No charger. Charger sourced and ordered.,Fixed,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9464,Laptop medium,Acer,"Speakers and microphone not working. Bent headphone socket fixed, now working.",Fixed,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9465,Laptop medium,Unknown,Not connecting to WiFi. Needs SCIP driver.,Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9466,Laptop medium,HP,Can't log on.,Fixed,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9467,Laptop medium,Unknown,"Locked, virus? Fixed but needs more work.",Fixed,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9468,Laptop medium,HP,Slow,Fixed,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9469,Laptop medium,HP,Software/internet issue,Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9470,Printer/scanner,HP,Mononllaser printer. Paperjams. Adjusted loose spring on feeder wheel Probably fixed but needs testing and no driver available.,Fixed,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9471,Mobile,Apple,Needs software update.,Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9472,Tablet,Unknown,Slow,Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9473,Tablet,Unknown,"Slow, won't switch on",Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9474,Small kitchen item,Unknown,Juicer. Short circuit,Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9475,PC Accessory,Unknown,Hard drive. Won't accept data,Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9476,Printer/scanner,HP,"A3 printer. Not printing, no ink coming through. Needs more cleaning,",Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9477,Handheld entertainment device,iriver,MP3 Player,Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9478,Mobile,Apple,Needs new battery,Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9479,Tablet,Tesco,USB socket,Fixed,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9480,Hi-Fi separates,Unknown,CD Player. Not working,End of life,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9481,Hi-Fi separates,Unknown,"CD Player, not working. Partial fix, needs more work.",Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9482,Hi-Fi separates,Roberts,"CD Player. Error message, no CD. Opened and checked. CD not rotating.",End of life,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9483,Decorative or safety lights,Unknown,"Torch. Loose connection. No batteries, unable to test.",Repairable,Grazebrook School,Hackney Fixers,2015-09-26,"[51.573445, -0.07243759999999999]"
9484,Laptop medium,HP,Overheating,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9485,Printer/scanner,Canon,"Doesn't print. Software problem, Not able to repair.",End of life,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9486,Printer/scanner,Unknown,Doesn't print. Needs more time and power supply.,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9487,TV and gaming-related accessories,Sony,Playstation - Yellow warning light,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9488,Lamp,Unknown,Switch not working,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9489,Small kitchen item,Unknown,"Blender. Tool needed,",Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9490,Toaster,Unknown,Some settings not working..,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9491,Laptop medium,Unknown,Not sure how to get broadband. Advice given..,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9492,Laptop medium,Sony,Desktop disappeared,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9493,Laptop medium,Acer,Won't turn on.,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9494,Digital Compact Camera,Canon,Doesn't work,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9495,Mobile,BlackBerry,"Not working,.",Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9496,Decorative or safety lights,Unknown,Fairy lights. Don't work,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9497,Small kitchen item,Unknown,Juicer (needs category). Not working,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9498,Small kitchen item,Foodmaster,Mixer. Doesn't lock in. Not safge to repair.,End of life,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9499,Toaster,Dualit,"Timer is broken, needs new timer.",Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9500,Laptop medium,Dell,"Doesn't hold charge, slow.",Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9501,Laptop medium,Unknown,Needs system reinstall. advice given.,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9502,Laptop medium,Apple,Battery dead. Out of memory.,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9503,Laptop medium,Samsung,Not sure,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9504,Headphones,Unknown,One side doesn't work.,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9505,Mobile,Samsung,Keeps cutting out. Didn't need SD card.,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9506,Hi-Fi separates,ION,Vinyl record player.,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9507,Misc,Atlas,Watch. Stopped working,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9508,Laptop medium,Unknown,Won't turn on,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9509,Laptop medium,Unknown,"Overheats, conts out. Cleaned out fan.",Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9510,Laptop medium,ASUS,Doesn't turn on,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9511,Laptop medium,HP,Doesn't turn on. not able to fix.,End of life,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9512,Laptop medium,Dell,"Screen broken. needs spare part,",Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9513,Tablet,Samsung,Port is broken. Needs more time.,Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9514,Decorative or safety lights,Unknown,Picture frame. Broken cable. Resoldered.,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9515,Fan,Pifco,Doesn't trun on after cleaning. Relubricated motor shaft.,Fixed,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9516,Kettle,Unknown,Doesn't work. Very old. Not able to fix.,End of life,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9517,Small kitchen item,Unknown,"Plate cooker. doesn't work. Needs testing,",Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9518,Vacuum,Unknown,"Low suction. Motor needs replacing,",Repairable,London Fields,Hackney Fixers,2015-07-11,"[51.573445, -0.07243759999999999]"
9519,Headphones,Unknown,"Poor connection, needs soldering.",Repairable,The Machines Room,Hackney Fixers,2015-06-16,"[51.573445, -0.07243759999999999]"
9520,Hi-Fi separates,Dansette,Aurto-change record player. Needs new drive wheel.,Repairable,The Machines Room,Hackney Fixers,2015-06-16,"[51.573445, -0.07243759999999999]"
9521,TV and gaming-related accessories,Apple,"Frayed wire, shortened and resoldered",Fixed,The Machines Room,Hackney Fixers,2015-06-16,"[51.573445, -0.07243759999999999]"
9522,Laptop medium,Apple,Very slow,Repairable,The Petchey Academy,Hackney Fixers,2015-05-09,"[51.573445, -0.07243759999999999]"
9523,Hi-Fi separates,Unknown,Amplifier. Loose connection,Repairable,The Petchey Academy,Hackney Fixers,2015-05-09,"[51.573445, -0.07243759999999999]"
9524,Portable radio,Sony,"No sound, possible water damage.",Repairable,The Petchey Academy,Hackney Fixers,2015-05-09,"[51.573445, -0.07243759999999999]"
9525,Small kitchen item,Kenwood,"Food processor (needs category). Broken, burnt out motor",End of life,The Petchey Academy,Hackney Fixers,2015-05-09,"[51.573445, -0.07243759999999999]"
9526,Small kitchen item,Unknown,Soup maker. Burnt sensor/connection.,End of life,The Petchey Academy,Hackney Fixers,2015-05-09,"[51.573445, -0.07243759999999999]"
9527,Laptop medium,Toshiba,"Slow. Needed cleaning,",Fixed,The Petchey Academy,Hackney Fixers,2015-05-09,"[51.573445, -0.07243759999999999]"
9528,Printer/scanner,Epson,Not working,Repairable,The Petchey Academy,Hackney Fixers,2015-05-09,"[51.573445, -0.07243759999999999]"
9529,Headphones,Unknown,One side stopped working. Need to buy new lead.,Repairable,The Petchey Academy,Hackney Fixers,2015-05-09,"[51.573445, -0.07243759999999999]"
9530,Mobile,Samsung,"Doesn't charge, doesn't switch on. Needs new battery.",Repairable,The Petchey Academy,Hackney Fixers,2015-05-09,"[51.573445, -0.07243759999999999]"
